username,location,languages,completed_amount,title,level,rating_score,reviews,collect_count,tags,five_star,four_star,three_star,two_star,one_star,pro,description,about,extra
Olesia,Ukraine,"I speak English, Ukrainian",445 orders completed,Your Zoho CRM Expert,Pro Freelancer,5,252 reviews for this Gig5,"1,479",N/A,(247),(5),(0),(0),(0),N/A,"Your Zoho CRM ExpertI have 5 years of experience in the field of CRM Solutions, Database Design, Business Analysis. Throughout my career, I have been using and developing in Zoho Platform to solve day-to-day business problems; both short & long term.

I offer the following services: 

-Zoho CRM Setup
- Zoho Books, Zoho Inventory, Zoho Subscription setup
- Zoho Flow - integrations with different apps, Webhooks
- Zoho Sign - creating documents for e-signing
- Zoho Desk - ticketing system, support portal
- Zoho Forms
- Zoho MarketingHub, Zoho Campaigns
- Zoho Recruit
- Zoho Mail
- Zoho SalesIQ
Read More",N/A,N/A
Suman D,India,"I speak Bengali, English, Hindi",85 orders completed,Full Stack Web and Android Developer,Level 2,5,22 reviews for this Gig5,15,||Web application development||Mobile apps development||React||Flutter development||Firebase||Node.js||JavaScript||TypeScript||PHP||Rest API||+3,(22),(0),(0),(0),(0),N/A,"Full Stack Web and Android DeveloperHey there! I'm Suman, a seasoned full-stack web developer with 5+ years of experience. From collaborating with startups to empowering businesses, my journey has been about turning concepts into digital reality. I architect solutions, craft roadmaps, and build production infrastructure for success. Let's collaborate and transform your ideas into remarkable digital experiences. Reach out to embark on this exciting journey together!Read More",N/A,||Programming language:JavaScript||Expertise:Algorithms & Data structures•Performance•Security
Sascha N,Germany,"I speak English, German, Portuguese",93 orders completed,N/A,Level 2,5,19 reviews for this Gig5,31,||Web design||Graphic design||Web development||Virtual assistance||SEO||WordPress||Customer service||Social media marketing||MySQL||CSS||+20,(19),(0),(0),(0),(0),N/A,"👨 Hey there! My name is Sascha and I was born in Germany back in 1995. In 2021 I left my home country of Germany to live in Brazil. 

🥷🏻 With my extensive experience in digital marketing, sales (B2B and B2C) as well development I have been able to build up a wide range of skills that will help you grow your business.

📚 I am constantly learning new skills and educating myself in the areas of sales, marketing, lead generation, acquisition, and development.

📥 Please always contact me first. I am happy to offer my skills and services on any gig you may have, just let me know what it is!Read More",N/A,||Programming language:PHP||Expertise:Performance•Security•Design
Agile Developer,Germany,"I speak English, German",63 orders completed,Web Development,Buyers keep returning,5,24 reviews for this Gig5,114,||Web development||JavaScript||Bootstrap||MySQL||Python||TypeScript||PHP||JavaScript ES6||MongoDB||Node.js||+3,(24),(0),(0),(0),(0),N/A,"Web DevelopmentPassionate application developer with a strong background in designing, coding, and implementing progressive web applications. Skilled in utilizing modern technologies and frameworks to deliver user-friendly solutions. Committed to staying current with industry trends and best practices to consistently deliver innovative and effective solutions. Dedicated to delivering exceptional user experiences and achieving project goals on time and on budget.Read More",N/A,||Programming language:Other||Expertise:Algorithms & Data structures•Localization•Performance+2 more||Frontend framework:React.js•jQuery•Bootstrap•Tailwind CSS||Backend framework:Django•Express.js•Node.js•CakePHP
Ammar Afzal,Pakistan,"I speak Urdu, English, French",57 orders completed,Quality Conscious Full Stack Web Developer,Level 2,5,36 reviews for this Gig5,77,||Angular 10||React||MongoDB||Node.js||Full stack web development||WordPress||Shopify||HTML5||CSS3||PSD to HTML||+9,(35),(1),(0),(0),(0),N/A,"Quality Conscious Full Stack Web DeveloperHi! I am Ammar an Experienced Software Engineer with a demonstrated history of working in Full Stack Web Development. 3 and a half years of experience in HTML, CSS, Angular, and ReactJs with a good base of backend development using  NodeJs, MongoDB, SQL, Python, C/C++, JavaScript, WordPress, and Shopify. I have worked with industries like eCommerce, Educational Institutes, Portfolio, Telecommunication, Pharmaceuticals, etc. I'll surely provide you a quality and on-time services. I am more than happy to have a brief discussion about your problem in a relaxed and user-friendly environment.Read More",N/A,||Programming language:JavaScript||Expertise:Debugging•Performance•Design
Urjit Dave,India,"I speak English, Hindi, Gujarati",120 orders completed,Computer Engineer passionate to create interesting stuff in Metaverse,Level 2,5,32 reviews for this Gig5,32,||ARCore||Vuforia||Spark AR Studio||Augmented reality (AR)||App development||Virtual reality development||Embedded programming||WebGL||Three.js,(31),(1),(0),(0),(0),N/A,"Computer Engineer passionate to create interesting stuff in MetaverseI am a Computer Science Graduate with professional experience in developing solutions and products in the domain of Augmented Reality , Virtual Reality and Internet of things.

I am also a Personal Development content creator on Youtube and can produce,edit and publish all forms of video content. 

I am a recipient of many awards including the Social Innovation Challenge for the state of Gujarat in 2017.Read More",N/A,||Programming language:HTML & CSS||Expertise:Algorithms & Data structures||Frontend framework:React.js•jQuery•Bootstrap||Backend framework:Node.js•Other
Muhammad Ismail,Pakistan,"I speak English, Urdu",325 orders completed,What you can Think I can Develop it for you!,Top Rated,5,119 reviews for this Gig5,339,||JavaScript||CSS3||HTML5||Web development||Bootstrap||Website design||React||Google Firebase||JavaScript ES6||NFT marketplace development||+7,(118),(1),(0),(0),(0),N/A,"What you can Think I can Develop it for you!I am the CEO of Smash Code. We are a Web Design & Development company based in Pakistan. We are a team of skilled Web Designers & Developers, Graphic Designers, and Content & Copy Writers.
We provide high-quality services to our great clients to their level of satisfaction with free support  24/7.Read More",N/A,||Programming language:Other
Umer Malik,Pakistan,I speak English,283 orders completed,N/A,Top Rated,5,126 reviews for this Gig5,"1,161",||React||React Native||Node.js||Laravel development||.NET Core||Angular||Python||Software engineering||Database programming||Software testing||+2,(123),(2),(0),(0),(1),N/A,"We offer our customers a wealth of technical and business expertise. We create diverse, complex, web and mobile solutions for any business need. Our knowledge and experience translate to added value and peace of mind for our customers. With us, you get top-notch software and perfect software development services every time.Read More",N/A,||Programming language:PHP||Expertise:Performance•Security
Gravitytech Dev,Pakistan,"I speak Urdu, English, French, Spanish",176 orders completed,Make your Idea's be live,Level 2,5,109 reviews for this Gig5,368,||JavaScript||HTML5||CSS3||Bootstrap||React Native||Next.js||React||Node.js||MongoDB||Firebase||+6,(109),(0),(0),(0),(0),N/A,"Make your Idea's be liveGravity Tech is a software design and development firm, that providing top-notch and reliable products in the global marketplace. The vision of our company is Priorities of work and Your Satisfaction We create modern, attractive, mobile-friendly, personal and business websites using advanced technologies, their Ecosystem Boosts your Business. The app creation process starts with the developer’s selection and training, not when we start working on a particular application.Read More",N/A,||Programming language:JavaScript||Expertise:Algorithms & Data structures•Debugging•Performance
Jatin C.,India,"I speak English, Hindi","1,400 orders completed",WordPress Expert : WP Design : Development : Maintenance,Top Rated,5,N/A,301,||HTML5||CSS3||WordPress||WordPress customization||Wordpress website design||WordPress security||Web development||PHP||jQuery||MySQL database||+2,N/A,N/A,N/A,N/A,N/A,N/A,"WordPress Expert : WP Design : Development : MaintenanceI am working as a Web Developer cum Designer for the last 7 years and have extensive knowledge in PHP, Wordpress, HTML, CSS and Bootstrap. Get in touch to know more.

",N/A,||Programming language:PHP||Expertise:Debugging•Localization•Performance
Haq,Pakistan,I speak English,410 orders completed,Full Stack Web Developer,Top Rated,5,160 reviews for this Gig5,620,||HTML5||PHP||Codeigniter||Laravel framework||CSS||jQuery||Twitter Bootstrap||WordPress||JSON||Web API||+12,(158),(1),(1),(0),(0),N/A,"Full Stack Web DeveloperI am a Web Developer using open source technologies with 6 years of experience in PHP, Wordpress, Codeigniter, Laravel, MySql, postgresql, Github and API. I am well versed with the concepts and logics to deliver an efficient and scalable websites to my clients.

For other services and big projects like web portals, CRM and have helping hands with similar years of experience; to help me out on other domains of IT:

I can deliver my Quality  Services on following Domains:

# Wordpress Development
# Laravel
# MySQL
# Github
# APIs
# Responsive Web Design (HTML5/CSS3/JS/Bootstrap)
#PHP/CodeIgniterRead More",N/A,||Programming language:PHP||Expertise:Debugging•Performance•Security•Design•Databases||Frontend framework:jQuery•Bootstrap||Backend framework:Laravel•CakePHP•Other
Huzaifa Ahmed,Pakistan,I speak English,529 orders completed,PHP Web Expert,Top Rated,5,341 reviews for this Gig5,884,||HTML5||CSS3||Bootstrap||Web development||PHP||jQuery||Website design||PSD to HTML||XD to HTML||JavaScript||+1,(339),(2),(0),(0),(0),N/A,"PHP Web ExpertI am Php Web Developer with 4+ experience in this field.
I can create your business website according to your requirements in given time.

The tools i use are
PHP
Laravel (Php Framework)
Codeigniter (Php Framework)
Html (Frontend)
Css (Frontend)
Bootstrap (Css Framework)
Javascript (Client Side Processing)
Jquery (Javascript Library)Read More","Clients I’ve worked withMy Image Sports Instruction/CoachingThe project is service booking website   in which people can book for consulting services and can pay through the website,we can track there bookings ,cancel or reappoint.Oct 2021-Nov 2021YoGPSElectronics ManufacturingYoGPS helps people track vehicles, people, pets, assets and luggage. With worldwide coverage and unlimited range, you can track anything anytime.Sep 2021-Dec 2021",||Programming language:PHP||Expertise:Performance•Design
